artist_name,song_title,lyrics
Old Dominion,Snapback by Old Dominion,"
Strictly outta curiosity
What would happen if you got with me?
Kissin' you would hit the spot with me
Come on skip a couple rocks with me

Give me any of your heart tonight
Ain't no reason that we need to be apart tonight
I got something we can start tonight
Lookin' at you girl, it's hard to fight

Those stars need to be wished on
Your skin needs to be kissed on
My eyes baby, they're fixed on you
In your snapback
T-shirt of your favourite rock band
Checkin' your makeup in my Ray Bans
Breakin' hearts like only you can
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback

Come on baby, shoot a smile at me
Midnight selfie on a balcony
A little somethin' for my life screamin'
You're burnin' a hole in my pocket
And we've got the beat, let's drop it

Those stars need to be wished on
Your skin needs to be kissed on
My eyes baby, they're fixed on you
In your snapback
Tattoos, cut-offs, and converse
Singin' along to the song with the wrong words
Every move you make baby it works
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback

Those stars need to be wished on
Your skin needs to be kissed on
My eyes baby, they're fixed on you
In your snapback
T-shirt of your favourite rock band
Checkin' your makeup in my Ray Bans
Breakin' hearts like only you can
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback
Woah-oh-oh-oh
Woah-oh-oh-oh
Woah-oh-oh-oh
In your snapback"
Old Dominion,Break Up With Him by Old Dominion,"


Hey girl, wassup
I know it's late but I knew you'd pick it up
Naw, I ain't drunk
Okay, maybe I do have a little buzz, but
That song came on and I just thought
What harm could come from one little call
I know you say you're taken but I say
Girl you're takin' too long

To tell him that it's over
Then bring it on over
Stringing him along any longer girl
Is just wasting precious time
Girl you know it can't wait
Rip it off just like a Band-Aid
The way you look at me, girl, you can't pretend
I know you ain't in love with him
Break up with him

I know you don't wanna break his heart
But that ain't no good reason to be
Keeping us apart
Look, just tell him it's you, it ain't him
And maybe you can lie to him and say you'll
Still be friends
Whatever you got to say to get through to him
That you ain't in love
C'mon you can't deny that you and I
Kinda fit like a glove

So tell him that it's over
Then bring it on over
Stringing him along any longer girl
Is just wasting precious time
Girl you know it can't wait
Rip it off just like a Band-Aid
It ain't my business to be all up in
But I know you ain't in love with him
Break up with him
I know that you so done with him
Break up with him, break up with him

You would've hung up by now
If you weren't thinking it too
No pressure whatever
Just do what you gotta do
But if I was you
I'd tell him that it's over
Then bring it on over
Stringing him along any longer girl
Is just wasting precious time
Girl you know it can't wait
Just rip it off just like a Band-Aid
Yeah, I know I said it but I'll say it again
I know you ain't in love with him
Break up with him
The way you look at me girl you can't pretend
I know you ain't in love with him
Break up with him
Just break up with him"
Old Dominion,A Girl Is a Gun by Old Dominion,"
Seems innocent enough when your buying the drinks at the bar and you're both getting loaded
Don't even know just the danger you're in cause you're so caught up in the moment
But you shoot a smile cuts through the smoke
Hits you before you even know

A girl is a gun
She's harder to handle than you think son
You feel safe when you're with her
Think twice before you pull the trigger
She feels good in your hand from the first little spark
But guns shoot bullets and bullets break hearts
Heartbreak's a bitch
She'll kill you with a kiss
So before careful when you're holding one
Cause a girl is a gun

She's cold and she's hot
She's fun but she's not some play thing two dollar pistol
Say the right thing she'll go off with a bang
But be careful cause she kicks a little
Hold her just right don't let her down
You're gonna get hurt if you mess around

A girl is a gun
She's harder to handle than you think son
You feel safe when you're with her
Think twice before you pull the trigger
She feels good in your hand from the first little spark
But guns shoot bullets and bullets break hearts
Heartbreak's a bitch
She'll kill you with a kiss
So before careful when you're holding one
Cause a girl is a gun

Yeah a girl is a gun
She's harder to handle than you think son
You feel safe when you're with her
Think twice before you pull the trigger
She feels good in your hand from the first little spark
But guns shoot bullets and bullets break hearts
Heartbreak's a bitch
She'll kill you with a kiss
So before careful when you're holding one
Cause a girl is a gun
Yeah a girl is a gun"
Old Dominion,Shoe Shopping by Old Dominion,"
Some don't last the way they should
Some make you feel good for a little while
And then you throw 'em away
Some are up on a shelf for some other time
Some are high dollar, some ain't worth a dime
But you keep 'em anyway

Everybody's looking for something
So how do I catch your eye, eye, eye

If you're shoe shopping walk a mile with me
Slip a Cinderella slipper right on your feet
Take my arm, strut down the street tonight

If you're downtown on the browse about
Looking for the perfect fit, how's about
Some high-heel, high-top, pump 'em up, flip-flop
Heads-up, lucky penny loafer on a sidewalk
Patent leather, blue suede, tailor made, whatever you like
If you're shoe shopping, try me on for size

You're stepping on cracks, you're breaking your back
You're working so damn hard just to make it look easy
Come dance with me 'cause dancing's free
Let me sweep you right off your feet
Whatever your style is, girl, that's what mine is
I could go good with your eyes

If you're shoe shopping walk a mile with me
Slip a Cinderella slipper right on your feet
Take my arm, strut down the street tonight

If you're downtown on the browse about
Looking for the perfect fit, how's about
Some high-heel, high-top, pump 'em up, flip-flop
Heads-up, lucky penny loafer on a sidewalk
Patent leather, blue suede, tailor made, whatever you like
If you're shoe shopping, try me on for size

Yeah, everybody's looking for something
So how do I catch your eye, eye, eye

If you're shoe shopping walk a mile with me
Slip a Cinderella slipper right on your feet
Take my arm, strut down the street tonight

If you're downtown on the browse about
Looking for the perfect fit, how's about
Some high-heel, high-top, pump 'em up, flip-flop
Heads-up, lucky penny loafer on a sidewalk
Patent leather, blue suede, tailor made, whatever you like
If you're shoe shopping, try me on for size
Try me on for size
Try me on for size
Never know unless you try"
Gabby Barrett,I Hope by Gabby Barrett,"
I, I hope she makes you smile
The way you made me smile on the other end of a phone
In the middle of a highway driving alone
Oh baby, I, I hope you hear a song
That makes you sing along and gets you thinking 'bout her
Then the last several miles turn into a blur, yeah

I hope you're both feelin' sparks by the end of the drive
I hope you know she's the one by the end of the night
I hope you never ever felt more free
Tell your friends that you're so happy
I hope she comes along and wrecks every one of your plans
I hope you spend your last dime to put a rock on her hand
I hope she's wilder than your wildest dreams
She's everything you're ever gonna need
And then I hope she cheats
Like you did on me
And then I hope she cheats
Like you did on me

Yeah, babe, I hope she shows up in a 2 AM pic from her friend
Hanging on to a guy and you just ain't him
I hope you stay up all night all alone, waitin' by the phone
And then she calls
And baby, I, I hope you work it out
Forgive and just about forget
And take her on a first date again
And when you lean in for a kiss

I hope you're both feelin' sparks by the end of the drive
I hope you know she's the one by the end of the night
I hope you never ever felt more free
Tell your friends that you're so happy
I hope she comes along and wrecks every one of your plans
I hope you spend your last dime to put a rock on her hand
I hope she's wilder than your wildest dreams
She's everything you're ever gonna need
And then I hope she cheats
Like you did on me
And then I hope she cheats
Like you did on me

I hope what goes comes all the way around
I hope she makes you feel the same way about her
That I feel about you right now
I hope you're both feelin' sparks by the end of the drive
I hope you know she's the one by the end of the night
I hope you never ever felt more free
Tell your friends that you're so happy
I hope she comes along and wrecks every one of your plans
I hope you spend your last dime to put a rock on her hand
I hope she's wilder than your wildest dreams
She's everything you're ever gonna need
And then I hope she cheats
Like you did on me
And then I hope she cheats
Like you did on me

Like you did on me"
Gabby Barrett,The Good Ones by Gabby Barrett,"
He's a phone call to his parents
He's a Bible by the bed
He's the T-shirt that I'm wearing
He's the song stuck in my head
He's solid and
he's steady
Like the Allegheny runs
He knows just where he's going
And he's proud of where he's from

One of the good ones
He's one of the good ones

A love me like he should one
Like he wrote the book one
The kind you find when you don't even look one
Anybody can be good once
But he's good all the time
He's one of the good ones
And he's all mine
He's one of the good ones

You'll know him when you see him
By the way he looks at me
You'd say he hung the moon
I'd say he hung the galaxy
Nobody does it better
Oh, the way he pulls me in
I've known a couple bad ones
But they all led me to him

He's one of the good ones

A love me like he should one
Like he wrote the book one
The kind you find when you don't even look one
Anybody can be good once
But he's good all the time
He's one of the good ones
And he's all mine
He's one of the good ones

We should all find us one
They're out there, minus one
Some of the good ones
Yeah, I got a good one
A love me like he should one
Like he wrote the book one
The kind you find when you don't even look
Anybody can be good once
But he's good all the time
He's one of the good ones
And he's all mine
He's one of the good ones
And he's all mine"
Gabby Barrett,I Hope (Remix) by Gabby Barrett (Ft. Charlie Puth),"
Yeah, yeah
Oh, oh, yeah

I, I hope she makes you smile
The way you made me smile on the other end of a phone
In the middle of a highway driving alone
Oh baby, I, I hope you hear a song
That makes you sing along and gets you thinking 'bout her
Then the last several miles turn into a blur, yeah

I hope you're both feelin' sparks by the end of the drive
I hope you know she's the one by the end of the night
I hope you never ever felt more free
Tell your friends that you're so happy
I hope she comes along and wrecks every one of your plans
I hope you spend your last dime to put a rock on her hand
I hope she's wilder than your wildest dreams
She's everything you're ever gonna need
And then I hope she cheats
Like you did on me
And then I hope she cheats
Like you did on me

Yeah, babe, I hope he shows up in a 2 AM pic from a friend
Hanging on to a girl to just rub it in
I hope you stay up all night all alone, waitin' by the phone
And then he calls
And baby, I, I hope you work it out
Forgive and just about forget
Let him take you on a first date again
And when you lean in for a kiss

I hope you're both feelin' sparks by the end of the drive
I hope you know he's the one by the end of the night
I hope you never ever felt more free
Tell your friends that you're so happy
I hope he comes along and wrecks every one of your plans
I hope he spends his last dime to put a rock on your hand
I hope he's wilder than your wildest dreams
He's everything you're ever gonna need
And then I hope he cheats
Like you did on me
And then I hope he cheats
Like you did on me

I hope what goes comes all the way around
I hope she makes you feel the same way about her
That I feel about you right now
I hope you're both feelin' sparks by the end of the drive
I hope you know she's the one by the end of the night
I hope you never ever felt more free
Tell your friends that you're so happy 
I hope she comes along and wrecks every one of your plans 
I hope you spend your last dime to put a rock on her hand
I hope she's wilder than your wildest dreams
She's everything you're ever gonna need
And then I hope she cheats
Like you did on me
And then I hope she cheats
Like you did on me

Like you did on me"
Gabby Barrett,Rivers Deep by Gabby Barrett,"
Don't worry, babe, when your heart is weak
Just lay your head, lay it down on me
Baby, what we got doesn't grow on trees
This kind of love runs rivers deep
Let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
Let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
This kind of love runs rivers deep

Tryna fight the voices, can't let 'em go
Tryna fight the poison, I'm drowning your soul
Give me all your pain, all your wicked pain
All the prayers are broken, you ran out of hope
I'm puttin' out the fire, burnin' your bones
So let the river flow
Oh, so let it rise up, rise up
Let the river rise up

Don't worry, babe, when your heart is weak
Just lay your head, lay it down on me
Baby, what we got doesn't grow on trees
This kind of love runs rivers deep
Let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
Let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
This kind of love runs rivers deep

Oh, when the world is heavy, I'll carry the load
Ooh, baby, I'll protect ya wherever you go
We gon' be alright
Oh, so let it rise up, rise up
Let the river rise up
Rise up, rise up
Let the river rise up

Don't worry, babe, when your heart is weak
Just lay your head, lay it down on me
Baby, what we got doesn't grow on trees
This kind of love runs rivers deep
Let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
Let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
This kind of love runs rivers deep
 Rise up, rise up, let the river rise up
Rise up, rise up, let the river rise up
Said, rise up, rise up,  let the river rise up
Rise up, rise up, let the river rise up

Don't worry, babe, when your heart is weak

Just lay your head, lay it down on me

Baby, what we got doesn't grow on trees

This kind of love runs rivers deep
So let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
Let the floods rise up, ain't got nothing on us
This kind of love runs rivers deep
This kind of love runs rivers deep"
Gabby Barrett,Got Me by Gabby Barrett (Ft. Shane & Shane),"
Finally found the kind of man who stays
Like He promised, like He said on that day
There's never been a sweeter love I've known
When I left him, He never left me alone

Nothing can separate
Me from amazing grace
Jesus, You're all that I need
If everything falls apart
And I don't know where to start
You'll bring me back to my knees
'Cause You're good and a God who's got me
Who's got me

When I was stuck inside my sin in shame
You pursued me though I spit in Your face
Nothing I could ever do to change
'Til You changed me 
'Til You died in my place

Nothing can separate
Me from amazing grace
Jesus, You're all that I need 
If everything falls apart
And I don't know where to start
You'll bring me back to my knees
'Cause You're good and a God who's got me
Who's got me

Give me Jesus
Give me Jesus
You can have all this world
Give me Jesus 
Give me Jesus
Give me Jesus 
You can have all this world
You can have all this world
You can have all this world 
But give me Jesus
Nothing can separate
Me from amazing grace
Jesus, You're all that I need
If everything falls apart
And I don't know where to start
You'll bring me back to my knees
'Cause You're good and a God who's got me"
Gabby Barrett,Footprints on the Moon by Gabby Barrett,"
It's Everest, I know
It's impossible, you're too young or too old
That's what they tell you, mmm
So that's what you tell you too
So the light, it fades
When you figure out the rules, they change
When you touch it in your hands, it's sand
Slipping through, but the truth is

Everybody says that you can't 'til you do 
Standing there, staring at the mirror in the room 
Tell yourself, ""One more day"" 
""One more day, one more shot"" 
The voices in the night, in your head 
Yeah, they'll beg you to quit
And they'll tell you that it's hard, 'cause it is 
But you can do anything 
Anything you want to
There's footprints on the moon 

Your knees, they'll shake
You're gonna wanna stay home, don't stay
The more your heart wants it, mmm
The harder it'll break, yeah

Everybody says that you can't 'til you do 
Standing there, staring at the mirror in the room 
Tell yourself, ""One more day"" 
""One more day, one more shot"" 
The voices in the night, in your head 
Yeah, they'll beg you to quit
And they'll tell you that it's hard, 'cause it is 
But you can do anything 
Anything you want to
There's footprints on the moon 
There's footprints on the moon 

Some days, you're gonna win
Some days, you're gonna be this close
Some days, you'll wanna give up
But hang on

Everybody says that you can't 'til you do 
Standing there, staring at the mirror in the room 
Tell yourself, ""One more day"" 
""One more day, one more shot""
The voices in the night, in your head 
Yeah, they'll beg you to quit
And they'll tell you that it's hard, 'cause it is 
But you can do anything 
Anything you want to
There's footprints on the moon 
There's footprints on the moon "
Gabby Barrett,Thank God by Gabby Barrett,"
Not havin' that much money
Led to dreamin' that much more
And that got me to Nashville
Tryna knock down slammin' doors

One call led to a red eye, goodbye
What have I got to lose?
Then one thing led to another, led to another
It all led to you

Thank God for the hang-ups and the breakups
And the wake-up, make-up tears on my pillowcase
The all wrongs and the almosts
And the all time lows all took me to the way
My head fits on your shoulder
My heart can't help but stop
Mmm, look at us, how could I not look at you
And thank God, thank God, thank God, thank God?


I remember feelin'
Love slippin' through my hands
He knew what He was doin'
I just didn't understand

One prayer led to an outta-nowhere boy
Too good to believe
One thing led to another, led to another
All led you to me

Thank God for the hang-ups and the breakups
And the wake-up, make-up tears on my pillowcase
The all wrongs and the almosts
And the all time lows all took me to the way
My head fits on your shoulder
My heart can't help but stop
Mmm, look at us, how could I not look at you
And thank God, thank God, thank God, thank God?


All the hurt that I've gone through
I'd be crazy not to
Thank God for the hang-ups and the breakups
And the wake-up, make-up tears on my pillowcase
The all wrongs and the almosts
And the all time lows all took me to the way
My head fits on your shoulder
My heart can't help but stop
Mmm, look at us, how could I not look at you
And thank God, thank God, thank God, thank God?


Mmm, look at us, how could I not look at you
And thank God, thank God, thank God, thank God?"
Gabby Barrett,Goldmine by Gabby Barrett,"
I was a girl in the world all alone
Never gave up lookin' for ya
Turned every rock and I've rolled every stone
From Tennessee to California

Took a chance on the floor
In mile-high high-heel shoes
Then you walked through the door
And I stumbled into you

Boy, you're a goldmine, goldmine
And I'm diggin' on ya, goldmine
An endless supply of your love, oh my god
If your kisses are riches, then you've hit the jackpot

You got the Saturday night Midas touch
Stand next to you and I'm shinin'
Everyone here knows that I'm so in love
You got this girl sweatin' diamonds

In your arms, in the dark
In the silver of the moon
Tell me, what did I do
To land a man like you?

Boy, you're a goldmine, goldmine
And I'm diggin' on ya, goldmine
An endless supply of your love, oh my god
If your kisses are riches, then you've hit the jackpot

Hit the jackpot, hit the jackpot
You're a goldmine, baby

Gold, gold, goldmine
Gold, gold, goldmine 
Gold, gold, goldmine
Gold, gold, yeah
Boy, you're a goldmine, goldmine
And I'm diggin' on ya, goldmine
An endless supply of your love, oh my god
If your kisses are riches, then you've hit the jackpot

Goldmine, yeah, yeah, ow"
Gabby Barrett,You're the Only Reason by Gabby Barrett,"
I was thinkin' somethin’ like
You're the only reason I'm here

You’re my solid rock, my gospel choir
My faith, my walk-me-through-the-fire

And all along, you've been the one
The one that I lean on
I made it through because of you
If I'm anything at all

You're the only reason I'm here
Even if it was my highway
Thank God I let you steer, I
Know without your lovin'
Oh, I would be nothin'
You kept me believin'
I know you’re the only reason I’m here

You stayed in the shadows of the spotlight
Gonna take the time, gonna let it shine on you tonight

And all along, you've been the one
The one that I lean on
I made it through because of you
If I’m anything at all

You're the only reason I'm here
Even if it was my highway
Thank God I let you steer, I
Know without your lovin'
Oh, I would be nothin’
You kept me believin'
I know you're the only reason I'm here

Yeah
Oh woah, oh, oh

You're the only reason I'm here 
Even if it was my highway
Thank God I let you steer, I 
Know without your lovin' 
Oh, I would be nothin' 
You kept me believin'
I know you're the only reason I'm here
You're the only reason I'm here 
Even if it was my highway
Thank God I let you steer, I 
Know without your lovin' 
Oh, I would be nothin' 
You kept me believin'
I know you're the only reason I'm here, yeah, woah

Mmm, yeah
 Ah"
Gabby Barrett,Write It on My Heart by Gabby Barrett,"
Oh, oh, oh

Chapter one is hello in a crowded room
Chapter two is call me, I can't stop thinkin’ 'bout you
Chapter three, you kiss me and the world goes black
But I wanna go deeper than that

Give me all your secrets
Give me your hometown
Give me meet your mama
Don't leave nothin’ out
Everything that came before me
Even all the broken parts
Every chapter of your story
Write it on my heart

Oh, oh, oh

When you meet somebody and you just know
How the next hundred years are gonna go
All the stars that faded, all your crazy dreams
Tell me, I wanna know everything

Give me all your secrets
Give me your hometown
Give me meet your mama
Don't leave nothin' out
Everything that came before me
Even all the broken parts
Every chapter of your story
Write it on my heart

Yeah, oh

Give me all your issues
Give me all your time
Give me your forever
And I'll give you mine
Everything that came before me
Even all the broken parts
Every chapter of your story
Write it on my heart
Oh, oh, oh
Write it on my heart"
Jimmie Allen,Best Shot by Jimmie Allen,"
I'm just flesh and bone, heart and soul
And I've earned a couple scars
I've let once in a lifetime kind of things slide right out of my arms
I've struck out, I've been knocked down
More times than I can count
But that don't matter now

'Cause when you smile, I see the Sun sink down on a coast out in California
And there's no doubt because of you I'm not the man I was before you
I'm not sayin' that I'm perfect oh, 'cause girl you know I'm not
But I'll love you, with everything I've got
Girl, I'll give you my best shot

You saw a spark inside of me that no one else could find
Your good morning eyes, they get me high
Girl, you're always on my mind

'Cause when you smile, I see the Sun sink down on a coast out in California
And there's no doubt because of you I'm not the man I was before you
I'm not sayin' that I'm perfect oh, 'cause girl you know I'm not
But I'll love you, with everything I've got
Girl, I'll give you my best shot

When I saw you for the first time, I knew I'd found amazing grace
It's like angels singin' every time I hear your name
When you smile, I see the Sun sink down on a coast out in California
And there's no doubt because of you, I'm not the man I was before you

When you smile, I see the Sun sink down on a coast out in California
And there's no doubt because of you I'm better than I was before you
I'm not sayin' that I'm perfect oh, God knows I'm not
But I'll love you with everything I've got
Girl, I'll give you my best shot

I'm gonna give you, I'll give you my best shot
I'm gonna give, I'm gonna give you, yeah
Whoa-oh, whoa-oh, yeah
Whoa, yeah"
Jimmie Allen,This Is Us by Jimmie Allen & Noah Cyrus,"
I used to push my luck, I used to fill my cup
Yeah, I used to be known for the dumb things
I used to chase the sun, I used to kiss and run
All-nighters turned into nothings, and I

I'm lucky every other lover got away 
I'm lucky that my heart was always hard to break 
I'm lucky when you came along, I had a chance to take

'Cause it was just you and that was just me
And that was just the way that it used to be
And we were just kids back then tryna figure out what it was
No, it wasn't that bad, but could've been better
If only back then we'd have been together
But it was just you and that was just me
Before we found love
Now this is us

All I really know is love ain't simple 
It finds you all alone when you're unassembled
Yeah, when you're in pieces and you feel like you're drownin'
And you don't wanna give nobody the power
That's when it gets in the cut
And that's when it stitches you up

'Cause it was just you and that was just me
And that was just the way that it used to be
And we were just kids back then tryna figure out what it was
No, it wasn't that bad, but could've been better
If only back then we'd have been together
But it was just you and that was just me
Before we found love
Now this is us

This is us, this is us, this is us, yeah
This is trust, this is trust, this is trust, yeah
This is love, this is love, this is love, yeah 

I'm lucky every other lover got away 
I'm lucky that my heart was always hard to break
I'm lucky when you came along, I had a chance to take
'Cause it was just you  and that was just me
And that was just the way that it used to be
And we were just kids back then tryna figure out what it was 
No, it wasn't that bad, but could've been better
If only back then we'd have been together 
But it was just you  and that was just me
Before we found love
Now this is us

This is us, this is us, this is us, yeah
This is trust, this is trust, this is trust, yeah 
This is love, this is love, this is love, yeah 

This is us, this is us, this is us, yeah 
This is trust, this is trust, this is trust, yeah 
This is love, this is love, this is love, yeah"
Jimmie Allen,Good Times Roll by Jimmie Allen & Nelly,"
Yeah, yeah, yeah

Brand new laces
Fresh pair of Jays, pocket full of blue faces
And I ain't rockin’ nothin' basic
Vanilla Rollie on my wrist, I be ice, ice, baby
Good times, good vibes
Somewhere where I can go crazy
I need a good ride with some good tires 
And I ain't talkin’ Mercedes

Yeah, crank that truck up, load it up
A few folks in my 4x4
Seat way back, cold six-pack, window cracked
I got the good fire rolled
Tennessee to Atlanta, 'cross the street to Alabama
Yellin' out the window, ""Roll Tide Roll""
Cuttin' through to Mississippi, got a lot of people with me
Through the swamps of the 504
 Let the good times roll
 Let the good times roll

Still kinda hazy 
We still in this truck 
We're gettin' small town faded 
Spinnin' mud through the tires of my F150

Yeah, crank that truck up, load it up
A few folks in my 4x4
Seat way back, cold six-pack, window cracked
I got the good fire rolled
Tennessee to Atlanta, ’cross the street to Alabama
Yellin’ out the window, ""Roll Tide Roll""
Cuttin' through to Mississippi, got a lot of people with me
Through the swamps of the 504
 Let the good times roll
 Let the good times roll

Yeah, crank that truck up, load it up
A few folks in my 4x4
Seat laid back, cold six-pack, window cracked
I got the good fire rolled
Tennessee to Atlanta, ’cross the street to Alabama
Yellin' out the window, ""Roll Tide Roll""
Cuttin' through to Mississippi, got a lot of people with me
Through the swamps of the 504
 Let the good times roll
 Let the good times roll
 Goin' down, down, baby

Let the good times roll"
Jimmie Allen,Drunk & I Miss You by Jimmie Allen & Mickey Guyton,"
Had a couple of Shiner Bocks, a couple tequila shots
At the bar down the block earlier tonight
Some cover singer sang that Ray Lamontagne
""You Are The Best Thing,"" that song I use to like

And it put you on my mind
And I can't get you off of it
I know it’s been a while, but

I'm a little drunk and I miss you, I'm a little lonely, that’s all
I'm a little too gone not to, and I'm sorry to call
But your name on my screen is staring back at me
And most nights it ain't an issue, but, baby, tonight
I'm a little drunk and I miss you
I'm a little drunk and I miss you, yeah

And I keep playin' back when I saw you last
Hands down your back like a movie in my head
I swear I was always like, ""Things are goin' fine""
’Til tequila lime brings you up again

And just like that, you’re on my mind
And I can't get you off if it
I know it’s been a while, but

I'm a little drunk and I miss you, I'm a little lonely, that's all
I’m a little too gone not to, and I'm sorry to call
But your name on my screen is staring back at me
And most nights it ain't an issue, but, baby, tonight
I'm a little drunk and I miss you, yeah
I'm a little drunk and I miss you, woah

I promise I'll hang up first
'Cause I don't wanna hear you say goodbye again
I know it'll probably hurt
But I'm

I'm a little drunk and I miss you, I'm a little lonely, that's all
I'm a little too gone not to, and I'm sorry to call
But your name on my screen is staring back at me
And most nights it ain't an issue, but, baby, tonight
I'm a little drunk and I miss you, yeah
I'm a little drunk and I miss you, yeah"
Jimmie Allen,Freedom Was A Highway by Jimmie Allen & Brad Paisley,"



Sunset through a windshield, I can see it now
Like a picture in a frame 

Blue jeans and t-shirts, who we were
We wore it like a name 
I wish I could go back to those days

When the town was the whole world
And love was the girl next door
Soundtrack was a song in the dark
I miss those days when our dreams
Were there for chasin'
But time was better wasted
We were summer young and livin' for a Friday
And freedom was a highway 
Freedom was a highway 

Barbwire on a fencepost with a crosswind
On a road no one was on 
Yeah 
Five deep with our hands up
Just singin' along to a hip-hop song
I wish I could rewind and replay

When the town was the whole world
And love was the girl next door
Soundtrack was a song in the dark
I miss those days when our dreams
Were there for chasin'
But time was better wasted
We were
summer young and livin' for a Friday
And freedom was a highway
Freedom was a highway

When you're seventeen and drivin'
You don't think about the road runnin' out
No, no, no, no
You just keep your eyes on that horizon
'Cause you're wrapped up in now 
Hey 


I wish I could go back to those days

When the town was the whole world
And love was the girl next door
Soundtrack was a song in the dark
I miss those days when our dreams
Were there for chasin'
But time was better wasted
We were
summer young and livin' for a Friday
And freedom was a highway 
Freedom was a highway, baby 

And freedom was a highway 
Freedom was a highway "
Jimmie Allen,Back of Your Mind by Jimmie Allen,"
Does he take your hand?
Does he make you laugh?
Tell me girl, is it a temporary thing?
Does he play with your hair?
Wrap you up in his arms?
Kiss your lips and watch you fall asleep?

You ain't gotta say it
But I know that you miss me 'cause

My phone still rings with your name on it
You got a picture with him wearing the shirt that I bought you
You know he'll never do it like I do
That's why you send me a text after two in the morning
Everybody knows that he's holding you tonight
But you hold me in the back of your mind

Did you make a mistake, your little heartbreak?
What if I said I miss you too?
We can get it together girl, tell him it's over
I'm over missing you

I ain't gotta say it
We both know the truth 'cause

My phone still rings with your name on it
You got a picture with him wearing the shirt that I bought you
You know he'll never do it like I do
That's why you send me a text after two in the morning
Everybody knows that he's holding you tonight
But you hold me in the back of your mind

He might be the safe kind
But girl he ain't the right guy

My phone still rings with your name on it
You got a picture with him wearing the shirt that I bought you
You know he'll never do it like I do
That's why you send me a text after two in the morning
Everybody knows that he's holding you tonight
But you hold me in the back of your mind
My phone still rings with your name on it
You got a picture with him wearing the shirt that I bought you, girl
Sending me a text at two in the morning, oh
Everybody knows that he's holding you tonight
But you hold me in the back of your mind"
Jimmie Allen,"Why Things Happen by Jimmie Allen, Darius Rucker & Charley Pride","
You'll never know when your last breath’s
Gonna fade like a July sunset
Or how a tragedy like gravity
Holds you still while the world keeps spinnin'
It's hard not to question circumstances
That leave you with nothin’ to say
Is there some kind of message? Some kind of lesson?
Damn, life's hard to explain

Oh, God, tell me why things happen
Things happen like they do
Leave you thinking 'bout how time leaves you
It gets you all confused
In the blink of a moment, gone 'fore you know it
Hits you right out of the blue
Wonderin' why things happen
Things happen like they do, yeah

How a child that's just been named
Can then be pulled from the arms of a mother
Or a cross on the side of a two-lane road
Holds the memory of somebody's brother
You try not to question God and his judgement
But, damnit, I don't understand

Somebody tell me why things happen
Things happen like they do
Leaves you thinking ’bout how time leaves you
It gets you all confused
In the blink of a moment, gone ’fore you know it
Hits you right out of the blue
You got me wonderin' why things happen
Things happen like they do

Your heart keeps on beatin’ through all of those feelings
That you thought you'd never get through
There must be a reason our eyes are not seeing
Everything we want them to, uh
So tell me why things happen, yeah
Yeah, yeah
So tell me why
things happen
Things happen
like they do 
Leave you thinking 'bout how time leaves you 
It gets you all confused 
In the blink of a moment, gone ’fore you know it
Hits you right out of the blue 
Wonderin' why things happen
Things happen
like they do, yeah


Oh, yeah
Do, yeah
Yeah"
Jimmie Allen,Made For These by Jimmie Allen & Tim McGraw,"
Timing isn't always right, yeah
No matter how bad you want it to be
Your faith is shaken, testing all your patience
When you hit the bottom, don't forget to breathe

All of those times
You get up for the letdown
Remember to tell yourself
Forever isn't right now

When you lose it all
Shattered by the fall
When every road you take feels like the long way
Let it make you stronger
And fight a little harder
When you get to where you're goin', then you'll see
Those days were made for these

Time is gonna get it right, yeah
You'll never see it comin' like the wind
Dreams have a funny way of comin' true, yeah
When your hope is runnin' out and wearing thin

All of those times
You get up for the letdown
Remember to tell yourself
Forever isn't right now, no

When you lose it all
Shattered by the fall
When every road you take feels like the long way
Let it make you stronger
And fight a little harder
When you get to where you're goin', then you'll see
Those days were made for these


Your back's against the ropes
But still, you fight for a way to win
You push, you pull, you scratch, you crawl
To get a mile out of an inch
When you're shattered by the fall
When every road you take feels like the long way
Let it make you stronger
And fight a little harder
When you get to where you're goin', then you'll see
Those days were made for these
Oh, yeah
Those days were made for these
Da-da-da-da, da-da, yeah"
